2026-06-16 06:00:00 | Battery  | INFO     | Charge current: 23.4A
2026-06-18 06:17:17 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-18 06:18:06 | Site     | INFO     | Heartbeat OK
2026-06-18 06:18:43 | Thermal  | INFO     | Coolant loop flow: 9.88 L/min
2026-06-18 06:19:28 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-18 06:20:15 | Battery  | INFO     | SOC reading: 30.0%
2026-06-18 06:20:55 | Inverter | INFO     | AC output: 196.5 kW
2026-06-18 06:21:36 | Thermal  | INFO     | Coolant loop flow: 8.58 L/min
2026-06-18 06:22:24 | Thermal  | INFO     | Coolant loop flow: 8.27 L/min
2026-06-18 06:23:10 | Battery  | INFO     | SOC reading: 55.7%
2026-06-18 06:23:46 | Battery  | INFO     | Voltage measured: 407.9V
2026-06-18 06:24:14 | Battery  | INFO     | Discharge current: 61.7A
2026-06-18 06:24:53 | Thermal  | INFO     | Coolant loop flow: 10.95 L/min
2026-06-18 06:25:23 | Battery  | INFO     | SOC reading: 24.8%
2026-06-18 06:25:57 | Battery  | INFO     | Charge current: 40.7A
2026-06-18 06:26:47 | Battery  | INFO     | Voltage measured: 400.7V
2026-06-18 06:27:16 | Battery  | INFO     | SOC reading: 30.3%
2026-06-18 06:28:06 | Battery  | INFO     | Voltage measured: 454.5V
2026-06-18 06:28:39 | Battery  | INFO     | Voltage measured: 428.1V
2026-06-18 06:29:15 | Battery  | INFO     | SOC reading: 45.5%
2026-06-18 06:29:57 | Battery  | INFO     | Voltage measured: 402.4V
2026-06-18 06:30:38 | Battery  | INFO     | Voltage measured: 456.8V
2026-06-18 06:31:23 | Inverter | INFO     | AC output: 168.1 kW
2026-06-18 06:32:09 | Thermal  | INFO     | Temperature reading: 21.8°C
2026-06-18 06:32:46 | Thermal  | INFO     | Temperature reading: 38.9°C
2026-06-18 06:33:23 | Thermal  | INFO     | Fan speed: 1955 RPM
2026-06-18 06:34:05 | Inverter | INFO     | AC output: 89.9 kW
2026-06-18 06:34:52 | Inverter | INFO     | AC output: 121.3 kW
2026-06-18 06:35:36 | Battery  | INFO     | Charge current: 21.7A
2026-06-18 06:36:09 | Thermal  | INFO     | Fan speed: 2370 RPM
2026-06-18 06:36:40 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-18 06:37:17 | Thermal  | INFO     | Temperature reading: 29.2°C
2026-06-18 06:38:01 | Battery  | INFO     | SOC reading: 69.8%
2026-06-18 06:38:32 | Battery  | INFO     | Discharge current: 46.1A
2026-06-18 06:39:23 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-18 06:39:51 | Battery  | INFO     | Discharge current: 47.7A
2026-06-18 06:40:35 | Battery  | INFO     | Discharge current: 28.0A
2026-06-18 06:41:18 | Battery  | INFO     | SOC reading: 89.5%
2026-06-18 06:41:52 | Thermal  | INFO     | Temperature reading: 27.3°C
2026-06-18 06:42:40 | Thermal  | INFO     | Temperature reading: 23.2°C
2026-06-18 06:43:32 | Battery  | INFO     | SOC reading: 28.7%
2026-06-18 06:44:00 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-18 06:44:44 | Battery  | INFO     | SOC reading: 45.7%
2026-06-18 06:45:30 | Thermal  | INFO     | Temperature reading: 38.7°C
2026-06-18 06:46:12 | Battery  | INFO     | SOC reading: 82.9%
2026-06-18 06:46:40 | Battery  | INFO     | Voltage measured: 405.3V
2026-06-18 06:47:30 | Thermal  | INFO     | Temperature reading: 25.5°C
2026-06-18 06:48:05 | Thermal  | INFO     | Fan speed: 1456 RPM
2026-06-18 06:48:43 | Battery  | INFO     | Voltage measured: 402.7V
2026-06-18 06:49:21 | Battery  | INFO     | SOC reading: 23.0%
2026-06-18 06:50:07 | Battery  | INFO     | SOC reading: 35.1%
2026-06-18 06:50:46 | Thermal  | INFO     | Fan speed: 1401 RPM
2026-06-18 06:51:20 | Thermal  | INFO     | Temperature reading: 24.7°C
2026-06-18 06:51:56 | Battery  | INFO     | Voltage measured: 415.5V
2026-06-18 06:52:32 | Battery  | INFO     | Voltage measured: 431.0V
2026-06-18 06:53:22 | Thermal  | INFO     | Coolant loop flow: 9.37 L/min
2026-06-18 06:53:55 | Inverter | INFO     | AC output: 103.2 kW
2026-06-18 06:54:37 | Thermal  | INFO     | Fan speed: 2708 RPM
2026-06-18 06:55:10 | Inverter | INFO     | AC output: 189.6 kW
2026-06-18 06:55:38 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-18 06:56:26 | Inverter | INFO     | AC output: 57.2 kW
2026-06-18 06:56:57 | Thermal  | INFO     | Fan speed: 1991 RPM
2026-06-18 06:57:39 | Battery  | INFO     | Discharge current: 24.8A
2026-06-18 06:58:24 | Battery  | INFO     | Discharge current: 81.6A
2026-06-18 06:58:55 | Thermal  | INFO     | Temperature reading: 21.1°C
2026-06-18 06:59:23 | Battery  | INFO     | Voltage measured: 414.1V
2026-06-18 07:00:03 | Thermal  | INFO     | Temperature reading: 28.0°C
2026-06-18 07:00:33 | Thermal  | INFO     | Coolant loop flow: 8.12 L/min
2026-06-18 07:01:21 | Battery  | INFO     | Discharge current: 80.5A
2026-06-18 07:02:01 | Thermal  | INFO     | Temperature reading: 23.4°C
2026-06-18 07:02:52 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-18 07:03:36 | Battery  | INFO     | SOC reading: 50.7%
2026-06-18 07:04:11 | Thermal  | INFO     | Temperature reading: 38.4°C
2026-06-18 07:04:50 | Thermal  | INFO     | Coolant loop flow: 9.39 L/min
2026-06-18 07:05:28 | Thermal  | INFO     | Coolant loop flow: 11.05 L/min
2026-06-18 07:06:09 | Battery  | INFO     | Voltage measured: 442.9V
2026-06-18 07:06:43 | Battery  | INFO     | SOC reading: 40.0%
2026-06-18 07:07:19 | Battery  | INFO     | Charge current: 47.2A
2026-06-18 07:07:59 | Thermal  | INFO     | Coolant loop flow: 11.29 L/min
2026-06-18 07:08:37 | Battery  | INFO     | Charge current: 20.6A
2026-06-18 07:09:19 | Battery  | INFO     | Discharge current: 90.6A
2026-06-18 07:10:07 | Thermal  | INFO     | Fan speed: 2805 RPM
2026-06-18 07:10:50 | Battery  | INFO     | Discharge current: 11.9A
2026-06-18 07:11:19 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-18 07:11:57 | Battery  | INFO     | Voltage measured: 423.5V
2026-06-18 07:12:46 | Inverter | INFO     | AC output: 113.9 kW
2026-06-18 07:13:18 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-18 07:14:06 | Thermal  | INFO     | Temperature reading: 37.2°C
2026-06-18 07:14:36 | Battery  | INFO     | Discharge current: 79.2A
2026-06-18 07:15:17 | Thermal  | INFO     | Temperature reading: 37.0°C
2026-06-18 07:15:53 | Battery  | INFO     | Discharge current: 16.4A
2026-06-18 07:16:36 | Battery  | INFO     | SOC reading: 32.2%
2026-06-18 07:17:20 | Battery  | INFO     | SOC reading: 49.4%
2026-06-18 07:18:02 | Thermal  | INFO     | Coolant loop flow: 10.78 L/min
2026-06-18 07:18:47 | Battery  | INFO     | Charge current: 68.1A
2026-06-18 07:19:15 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-18 07:19:55 | Thermal  | INFO     | Temperature reading: 23.1°C
2026-06-18 07:20:39 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-18 07:21:12 | Battery  | INFO     | Charge current: 42.1A
2026-06-18 07:22:04 | Battery  | INFO     | Voltage measured: 457.8V
2026-06-18 07:22:49 | Battery  | INFO     | Voltage measured: 455.7V
2026-06-18 07:23:39 | Thermal  | INFO     | Temperature reading: 37.7°C
2026-06-18 07:24:13 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-18 07:25:01 | Battery  | INFO     | Voltage measured: 409.2V
2026-06-18 07:25:42 | Battery  | INFO     | SOC reading: 53.8%
2026-06-18 07:26:14 | Battery  | INFO     | Voltage measured: 411.8V
2026-06-18 07:26:55 | Battery  | INFO     | Voltage measured: 416.9V
2026-06-18 07:27:33 | Battery  | INFO     | SOC reading: 22.3%
2026-06-18 07:28:22 | Battery  | INFO     | Voltage measured: 414.5V
2026-06-18 07:28:56 | Thermal  | INFO     | Fan speed: 2158 RPM
2026-06-18 07:29:47 | Battery  | INFO     | Charge current: 45.8A
2026-06-18 07:30:28 | Inverter | INFO     | AC output: 122.9 kW
2026-06-18 07:31:07 | Battery  | INFO     | SOC reading: 32.3%
2026-06-18 07:31:41 | Battery  | INFO     | Discharge current: 44.7A
2026-06-18 07:32:28 | Battery  | INFO     | SOC reading: 28.6%
2026-06-18 07:33:11 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-18 07:34:02 | Inverter | INFO     | AC output: 83.0 kW
2026-06-18 07:34:40 | Battery  | INFO     | Voltage measured: 397.7V
2026-06-18 07:35:30 | Battery  | INFO     | Charge current: 73.2A
2026-06-18 07:36:06 | Battery  | INFO     | SOC reading: 35.0%
2026-06-18 07:36:42 | Battery  | INFO     | Discharge current: 85.4A
2026-06-18 07:37:24 | Battery  | INFO     | Voltage measured: 409.2V
2026-06-18 07:37:59 | Battery  | INFO     | SOC reading: 79.3%
2026-06-18 07:38:41 | Battery  | INFO     | Voltage measured: 400.6V
2026-06-18 07:39:22 | Thermal  | INFO     | Coolant loop flow: 11.21 L/min
2026-06-18 07:40:12 | Battery  | INFO     | Voltage measured: 438.5V
2026-06-18 07:40:52 | Battery  | INFO     | SOC reading: 88.5%
2026-06-18 07:41:37 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-18 07:42:12 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-18 07:42:45 | Inverter | INFO     | AC output: 78.7 kW
2026-06-18 07:43:36 | Thermal  | INFO     | Fan speed: 1621 RPM
2026-06-18 07:44:19 | Battery  | INFO     | Discharge current: 26.5A
2026-06-18 07:45:02 | Thermal  | INFO     | Fan speed: 1642 RPM
2026-06-18 07:45:54 | Battery  | INFO     | Voltage measured: 427.3V
2026-06-18 07:46:27 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-18 07:47:01 | Thermal  | INFO     | Temperature reading: 24.9°C
2026-06-18 07:47:36 | Inverter | INFO     | AC output: 165.4 kW
2026-06-18 07:48:13 | Battery  | INFO     | Discharge current: 71.4A
2026-06-18 07:49:03 | Battery  | INFO     | Discharge current: 54.9A
2026-06-18 07:49:50 | Thermal  | INFO     | Coolant loop flow: 11.03 L/min
2026-06-18 07:50:26 | Battery  | INFO     | Charge current: 70.2A
2026-06-18 07:51:11 | Thermal  | INFO     | Fan speed: 2314 RPM
2026-06-18 07:51:46 | Battery  | INFO     | Charge current: 43.5A
2026-06-18 07:52:20 | Thermal  | INFO     | Coolant loop flow: 10.34 L/min
2026-06-18 07:52:48 | Battery  | INFO     | Voltage measured: 443.4V
2026-06-18 07:53:34 | Battery  | INFO     | Voltage measured: 452.4V
2026-06-18 07:54:09 | Battery  | INFO     | SOC reading: 64.2%
2026-06-18 07:54:56 | Battery  | INFO     | SOC reading: 54.0%
2026-06-18 07:55:35 | Battery  | INFO     | Charge current: 74.9A
2026-06-18 07:56:24 | Battery  | INFO     | Charge current: 73.5A
2026-06-18 07:57:09 | Thermal  | INFO     | Fan speed: 1505 RPM
2026-06-18 07:57:45 | Site     | INFO     | Heartbeat OK
2026-06-18 07:58:13 | Thermal  | INFO     | Coolant loop flow: 11.17 L/min
2026-06-18 07:58:45 | Thermal  | INFO     | Temperature reading: 26.3°C
2026-06-18 07:59:17 | Battery  | INFO     | Voltage measured: 419.4V
2026-06-18 08:00:07 | Thermal  | INFO     | Fan speed: 1900 RPM
2026-06-18 08:00:53 | Inverter | INFO     | AC output: 196.8 kW
2026-06-18 08:01:25 | Thermal  | INFO     | Fan speed: 974 RPM
2026-06-18 08:02:11 | Thermal  | INFO     | Temperature reading: 38.8°C
2026-06-18 08:03:00 | Battery  | INFO     | Voltage measured: 451.5V
2026-06-18 08:03:48 | Site     | INFO     | Heartbeat OK
2026-06-18 08:04:28 | Battery  | INFO     | Charge current: 36.6A
2026-06-18 08:05:20 | Battery  | INFO     | Charge current: 32.9A
2026-06-18 08:05:57 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-18 08:06:26 | Thermal  | INFO     | Temperature reading: 34.2°C
2026-06-18 08:06:54 | Battery  | INFO     | Voltage measured: 421.6V
2026-06-18 08:07:42 | Thermal  | INFO     | Temperature reading: 26.0°C
2026-06-18 08:08:31 | Battery  | INFO     | Discharge current: 69.6A
2026-06-18 08:09:22 | Battery  | INFO     | Charge current: 71.0A
2026-06-18 08:10:07 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-18 08:10:54 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-18 08:11:43 | Battery  | INFO     | SOC reading: 91.0%
2026-06-18 08:12:28 | Battery  | INFO     | Charge current: 94.2A
2026-06-18 08:13:05 | Battery  | INFO     | SOC reading: 75.6%
2026-06-18 08:13:38 | Site     | INFO     | Heartbeat OK
2026-06-18 08:14:30 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-18 08:15:00 | Inverter | INFO     | AC output: 88.2 kW
2026-06-18 08:15:52 | Battery  | INFO     | Charge current: 31.5A
2026-06-18 08:16:34 | Thermal  | INFO     | Fan speed: 2093 RPM
2026-06-18 08:17:17 | Inverter | INFO     | AC output: 66.3 kW
2026-06-18 08:17:54 | Battery  | INFO     | SOC reading: 54.7%
2026-06-18 08:18:41 | Thermal  | INFO     | Fan speed: 1100 RPM
2026-06-18 08:19:23 | Battery  | INFO     | Voltage measured: 454.9V
2026-06-18 08:19:56 | Battery  | INFO     | SOC reading: 36.8%
2026-06-18 08:20:26 | Inverter | INFO     | AC output: 79.3 kW
2026-06-18 08:21:11 | Site     | INFO     | Heartbeat OK
2026-06-18 08:21:40 | Battery  | INFO     | Charge current: 97.0A
2026-06-18 08:22:14 | Battery  | INFO     | SOC reading: 27.7%
2026-06-18 08:22:46 | Thermal  | INFO     | Temperature reading: 22.2°C
2026-06-18 08:23:19 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-18 08:24:09 | Battery  | INFO     | Discharge current: 23.3A
2026-06-18 08:24:39 | Battery  | INFO     | SOC reading: 49.5%
2026-06-18 08:25:16 | Thermal  | INFO     | Coolant loop flow: 7.52 L/min
2026-06-18 08:25:55 | Thermal  | INFO     | Coolant loop flow: 9.34 L/min
2026-06-18 08:26:27 | Battery  | INFO     | SOC reading: 45.8%
2026-06-18 08:27:15 | Thermal  | INFO     | Coolant loop flow: 10.64 L/min
2026-06-18 08:28:00 | Battery  | INFO     | Voltage measured: 438.1V
2026-06-18 08:28:30 | Thermal  | INFO     | Temperature reading: 22.8°C
2026-06-18 08:29:20 | Battery  | INFO     | Voltage measured: 436.3V
2026-06-18 08:30:07 | Battery  | INFO     | SOC reading: 36.2%
2026-06-18 08:30:51 | Thermal  | INFO     | Coolant loop flow: 8.78 L/min
2026-06-18 08:31:19 | Site     | INFO     | Heartbeat OK
2026-06-18 08:31:47 | Inverter | INFO     | AC output: 71.9 kW
2026-06-18 08:32:24 | Battery  | INFO     | SOC reading: 64.4%
2026-06-18 08:33:07 | Battery  | INFO     | Charge current: 27.6A
2026-06-18 08:33:45 | Battery  | INFO     | Voltage measured: 426.6V
2026-06-18 08:34:32 | Thermal  | INFO     | Temperature reading: 36.2°C
2026-06-18 08:35:16 | Thermal  | INFO     | Temperature reading: 23.1°C
2026-06-18 08:35:48 | Battery  | INFO     | SOC reading: 39.3%
2026-06-18 08:36:26 | Battery  | INFO     | Discharge current: 68.5A
2026-06-18 08:37:07 | Battery  | INFO     | SOC reading: 40.2%
2026-06-18 08:37:47 | Thermal  | INFO     | Coolant loop flow: 8.49 L/min
2026-06-18 08:38:27 | Battery  | INFO     | Voltage measured: 440.5V
2026-06-18 08:39:16 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-18 08:39:57 | Thermal  | INFO     | Temperature reading: 33.7°C
2026-06-18 08:40:42 | Site     | INFO     | Heartbeat OK
2026-06-18 08:41:28 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-18 08:42:01 | Battery  | INFO     | Discharge current: 36.2A
2026-06-18 08:42:42 | Battery  | INFO     | SOC reading: 63.6%
2026-06-18 08:43:22 | Battery  | INFO     | Voltage measured: 423.7V
2026-06-18 08:43:57 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-18 08:44:40 | Battery  | INFO     | Discharge current: 11.1A
2026-06-18 08:45:22 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-18 08:45:56 | Battery  | INFO     | SOC reading: 58.0%
2026-06-18 08:46:39 | Inverter | INFO     | Grid frequency: 49.95 Hz
2026-06-18 08:47:17 | Battery  | INFO     | SOC reading: 85.3%
2026-06-18 08:47:49 | Inverter | INFO     | AC output: 74.8 kW
2026-06-18 08:48:34 | Battery  | INFO     | Voltage measured: 400.0V
2026-06-18 08:49:17 | Battery  | INFO     | Charge current: 89.3A
2026-06-18 08:49:57 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-18 08:50:46 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-18 08:51:28 | Thermal  | INFO     | Temperature reading: 29.8°C
2026-06-18 08:51:57 | Thermal  | INFO     | Coolant loop flow: 8.35 L/min
2026-06-18 08:52:46 | Inverter | INFO     | AC output: 165.9 kW
2026-06-18 08:53:19 | Thermal  | INFO     | Fan speed: 996 RPM
2026-06-18 08:53:47 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-18 08:54:33 | Battery  | INFO     | Voltage measured: 421.9V
2026-06-18 08:55:04 | Thermal  | INFO     | Fan speed: 2716 RPM
2026-06-18 08:55:48 | Thermal  | INFO     | Temperature reading: 26.1°C
2026-06-18 08:56:31 | Battery  | INFO     | Discharge current: 32.0A
2026-06-18 08:57:17 | Thermal  | INFO     | Temperature reading: 28.0°C
2026-06-18 08:58:03 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-18 08:58:54 | Battery  | INFO     | SOC reading: 34.0%
2026-06-18 08:59:43 | Battery  | INFO     | Discharge current: 14.1A
2026-06-18 09:00:18 | Battery  | INFO     | Charge current: 62.1A
2026-06-18 09:01:04 | Battery  | INFO     | Voltage measured: 417.9V
2026-06-18 09:01:50 | Thermal  | INFO     | Coolant loop flow: 11.09 L/min
2026-06-18 09:02:28 | Thermal  | INFO     | Temperature reading: 28.4°C
2026-06-18 09:03:07 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-18 09:03:55 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-18 09:04:44 | Site     | INFO     | Heartbeat OK
2026-06-18 09:05:28 | BMS      | INFO     | Max cell voltage diff: 0.01V
2026-06-18 09:06:19 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-18 09:06:58 | Battery  | INFO     | Discharge current: 20.4A
2026-06-18 09:07:29 | Battery  | INFO     | Discharge current: 21.2A
2026-06-18 09:08:01 | Thermal  | INFO     | Temperature reading: 25.7°C
2026-06-18 09:08:42 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-18 09:09:14 | Battery  | INFO     | Discharge current: 38.5A
2026-06-18 09:09:44 | Battery  | INFO     | Voltage measured: 426.2V
2026-06-18 09:10:24 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-18 09:10:54 | Battery  | INFO     | Voltage measured: 428.0V
2026-06-18 09:11:43 | Thermal  | INFO     | Coolant loop flow: 8.52 L/min
2026-06-18 09:12:21 | Battery  | INFO     | SOC reading: 48.2%
2026-06-18 09:13:01 | Battery  | INFO     | Charge current: 50.9A
2026-06-18 09:13:39 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-18 09:14:22 | Battery  | INFO     | SOC reading: 92.0%
2026-06-18 09:15:14 | Battery  | INFO     | Charge current: 35.2A
2026-06-18 09:15:56 | Inverter | INFO     | AC output: 131.6 kW
2026-06-18 09:16:38 | Thermal  | INFO     | Fan speed: 2358 RPM
2026-06-18 09:17:26 | Battery  | INFO     | Charge current: 84.8A
2026-06-18 09:17:59 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-18 09:18:37 | Site     | INFO     | Heartbeat OK
2026-06-18 09:19:18 | Thermal  | INFO     | Temperature reading: 33.7°C
2026-06-18 09:20:10 | Battery  | INFO     | SOC reading: 59.0%
2026-06-18 09:20:40 | Battery  | INFO     | SOC reading: 89.8%
2026-06-18 09:21:13 | Inverter | INFO     | AC output: 82.0 kW
2026-06-18 09:21:47 | Inverter | INFO     | AC output: 106.2 kW
2026-06-18 09:22:23 | Thermal  | INFO     | Fan speed: 1251 RPM
2026-06-18 09:22:55 | Battery  | INFO     | Discharge current: 49.8A
2026-06-18 09:23:35 | Inverter | INFO     | AC output: 42.0 kW
2026-06-18 09:24:06 | Inverter | INFO     | AC output: 70.7 kW
2026-06-18 09:24:44 | Thermal  | INFO     | Temperature reading: 24.6°C
2026-06-18 09:25:18 | Battery  | INFO     | Discharge current: 40.8A
2026-06-18 09:25:47 | Site     | INFO     | Heartbeat OK
2026-06-18 09:26:37 | Battery  | INFO     | Charge current: 20.3A
2026-06-18 09:27:20 | BMS      | INFO     | Max cell voltage diff: 0.05V
2026-06-18 09:28:06 | Thermal  | INFO     | Temperature reading: 32.4°C
2026-06-18 09:28:36 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-18 09:29:18 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-18 09:29:53 | Inverter | INFO     | AC output: 67.2 kW
2026-06-18 09:30:41 | Battery  | INFO     | Charge current: 57.1A
2026-06-18 09:31:16 | Inverter | INFO     | AC output: 118.2 kW
2026-06-18 09:31:52 | Battery  | INFO     | SOC reading: 76.3%
2026-06-18 09:32:41 | Site     | INFO     | Heartbeat OK
2026-06-18 09:33:27 | Thermal  | INFO     | Temperature reading: 29.4°C
2026-06-18 09:34:03 | Battery  | INFO     | SOC reading: 27.2%
2026-06-18 09:34:45 | Battery  | INFO     | Charge current: 20.4A
2026-06-18 09:35:32 | Battery  | INFO     | SOC reading: 47.8%
2026-06-18 09:36:12 | Battery  | INFO     | SOC reading: 36.8%
2026-06-18 09:37:00 | Battery  | INFO     | Charge current: 88.5A
2026-06-18 09:37:41 | Thermal  | INFO     | Fan speed: 2192 RPM
2026-06-18 09:38:17 | Battery  | INFO     | Voltage measured: 420.5V
2026-06-18 09:38:45 | Battery  | INFO     | Charge current: 67.8A
2026-06-18 09:39:32 | Battery  | INFO     | Voltage measured: 442.1V
2026-06-18 09:40:20 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-18 09:40:55 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-18 09:41:32 | Thermal  | INFO     | Temperature reading: 38.9°C
2026-06-18 09:42:13 | Battery  | INFO     | Voltage measured: 456.1V
2026-06-18 09:42:48 | Battery  | INFO     | Discharge current: 95.1A
2026-06-18 09:43:25 | Battery  | INFO     | Voltage measured: 431.4V
2026-06-18 09:44:03 | Battery  | INFO     | Voltage measured: 432.7V
2026-06-18 09:44:34 | Battery  | INFO     | SOC reading: 29.6%
2026-06-18 09:45:18 | Battery  | INFO     | Discharge current: 57.0A
2026-06-18 09:45:56 | Battery  | INFO     | SOC reading: 84.8%
2026-06-18 09:46:26 | Thermal  | INFO     | Coolant loop flow: 10.22 L/min
2026-06-18 09:47:02 | Battery  | INFO     | Voltage measured: 454.1V
2026-06-18 09:47:47 | Battery  | INFO     | Voltage measured: 396.8V
2026-06-18 09:48:18 | Inverter | INFO     | AC output: 172.9 kW
2026-06-18 09:49:05 | Battery  | INFO     | SOC reading: 86.8%
2026-06-18 09:49:33 | Battery  | INFO     | Charge current: 65.2A
2026-06-18 09:50:17 | Battery  | INFO     | Charge current: 89.2A
2026-06-18 09:51:09 | Battery  | INFO     | Charge current: 74.8A
2026-06-18 09:51:51 | Battery  | INFO     | SOC reading: 27.5%
2026-06-18 09:52:36 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-18 09:53:18 | Inverter | INFO     | AC output: 52.5 kW
2026-06-18 09:53:55 | Battery  | INFO     | Charge current: 11.9A
2026-06-18 09:54:43 | Inverter | INFO     | AC output: 61.1 kW
2026-06-18 09:55:12 | Battery  | INFO     | Voltage measured: 453.7V
2026-06-18 09:55:46 | Battery  | INFO     | Voltage measured: 437.9V
2026-06-18 09:56:16 | Thermal  | INFO     | Fan speed: 2209 RPM
2026-06-18 09:57:06 | Battery  | INFO     | SOC reading: 23.0%
2026-06-18 09:57:46 | Battery  | INFO     | SOC reading: 47.0%
2026-06-18 09:58:29 | Thermal  | INFO     | Temperature reading: 26.9°C
2026-06-18 09:59:02 | Battery  | INFO     | SOC reading: 61.2%
2026-06-18 09:59:42 | Inverter | INFO     | AC output: 47.0 kW
2026-06-18 10:00:31 | Thermal  | INFO     | Coolant loop flow: 10.07 L/min
2026-06-18 10:01:18 | Battery  | INFO     | Discharge current: 34.5A
2026-06-18 10:02:09 | Thermal  | INFO     | Fan speed: 2044 RPM
2026-06-18 10:02:57 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-18 10:03:45 | Battery  | INFO     | SOC reading: 37.7%
2026-06-18 10:04:18 | Inverter | INFO     | AC output: 152.9 kW
2026-06-18 10:04:46 | Thermal  | INFO     | Temperature reading: 38.9°C
2026-06-18 10:05:36 | Battery  | INFO     | SOC reading: 58.8%
2026-06-18 10:06:08 | Thermal  | INFO     | Coolant loop flow: 9.02 L/min
2026-06-18 10:06:53 | Battery  | INFO     | Voltage measured: 413.8V
2026-06-18 10:07:37 | Site     | INFO     | Heartbeat OK
2026-06-18 10:08:21 | Battery  | INFO     | Voltage measured: 440.8V
2026-06-18 10:09:02 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-18 10:09:45 | Thermal  | INFO     | Temperature reading: 37.4°C
2026-06-18 10:10:26 | Thermal  | INFO     | Fan speed: 2061 RPM
2026-06-18 10:11:18 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-18 10:12:00 | Thermal  | INFO     | Temperature reading: 24.5°C
2026-06-18 10:12:35 | Battery  | INFO     | Discharge current: 11.0A
2026-06-18 10:13:17 | Battery  | INFO     | Voltage measured: 413.8V
2026-06-18 10:14:04 | Thermal  | INFO     | Fan speed: 2774 RPM
2026-06-18 10:14:48 | Battery  | INFO     | SOC reading: 64.3%
2026-06-18 10:15:31 | Thermal  | INFO     | Temperature reading: 27.0°C
2026-06-18 10:16:23 | Inverter | INFO     | AC output: 107.2 kW
2026-06-18 10:17:09 | Battery  | INFO     | Voltage measured: 447.6V
2026-06-18 10:17:50 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-18 10:18:36 | Thermal  | INFO     | Coolant loop flow: 9.20 L/min
2026-06-18 10:19:06 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-18 10:19:57 | Thermal  | INFO     | Temperature reading: 23.2°C
2026-06-18 10:20:47 | Battery  | INFO     | Charge current: 59.4A
2026-06-18 10:21:38 | Thermal  | INFO     | Temperature reading: 37.8°C
2026-06-18 10:22:18 | Thermal  | INFO     | Coolant loop flow: 8.02 L/min
2026-06-18 10:22:47 | Battery  | INFO     | Discharge current: 49.2A
2026-06-18 10:23:27 | Battery  | INFO     | Voltage measured: 455.2V
2026-06-18 10:24:01 | Thermal  | INFO     | Coolant loop flow: 8.28 L/min
2026-06-18 10:24:49 | Battery  | INFO     | Charge current: 43.3A
2026-06-18 10:25:39 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-18 10:26:07 | Inverter | INFO     | Grid frequency: 50.01 Hz
